taxa_in_original_tree	species	total	rbcL	matK	rps16	ndhF	5.8S-ribosomal-RNA	contains-trnT-trnL-intergenic-spacer,-tRNA-Leu-(trnL),-trnL-trnF-intergenic-spacer,-and-tRNA-Phe-(trnF)
Solanales	Hyoscyamus turcomanicus	1	NA	NA	NA	HQ216092	NA	NA
Solanales	Hyoscyamus pusillus	1	NA	NA	NA	HQ216091	NA	NA
Solanales	Solanum pyracanthum	1	NA	NA	NA	AF500854	NA	NA
Solanales	Solanum viarum	1	NA	GU135073	NA	NA	NA	NA
Solanales	Solanum mammosum	1	NA	NA	NA	AF224074	NA	NA
Solanales	Solanum atropurpureum	1	NA	EF439040	NA	NA	NA	NA
Solanales	Solanum anguivi	1	NA	JX511977	NA	NA	NA	NA
Solanales	Solanum uleanum	1	NA	NA	NA	AF500870	NA	NA
Solanales	Solanum trizygum	1	NA	NA	NA	U72754	NA	NA
Solanales	Physalis coztomatl	1	NA	EF438951	NA	NA	NA	NA
Solanales	Physalis acutifolia	1	NA	EF438820	NA	NA	NA	NA
Solanales	Physalis nicandroides	1	NA	EF438989	NA	NA	NA	NA
Solanales	Physalis viscosa	1	NA	EF438960	NA	NA	NA	NA
Solanales	Physalis pruinosa	1	NA	EF438926	NA	NA	NA	NA
Solanales	Petunia littoralis	1	NA	AB262064	NA	NA	NA	NA
Solanales	Eriolarynx lorentzii	1	NA	NA	NA	EU580879	NA	NA
Solanales	Nierembergia scoparia	1	NA	NA	NA	NA	AY772834	NA
Solanales	Lycium europaeum	1	NA	AB036639	NA	NA	NA	NA
Solanales	Cuscuta reflexa	1	NA	EU330285	NA	NA	NA	NA
Solanales	Juanulloa mexicana	1	NA	NA	NA	U08919	NA	NA
Solanales	Nolana scaposa	1	NA	NA	NA	EU742356	NA	NA
Solanales	Nolana pilosa	1	NA	NA	NA	FJ914012	NA	NA
Solanales	Nolana diffusa	1	NA	NA	NA	EU742324	NA	NA
Solanales	Nolana sessiliflora	1	NA	NA	NA	FJ913999	NA	NA
Solanales	Nolana divaricata	1	NA	NA	NA	EU742325	NA	NA
Solanales	Nolana crassulifolia	1	NA	NA	NA	EU742323	NA	NA
Solanales	Nolana carnosa	1	NA	NA	NA	EU742316	NA	NA
Solanales	Nolana laxa	1	NA	NA	NA	EU742339	NA	NA
Solanales	Nolana plicata	1	NA	NA	NA	FJ914017	NA	NA
Solanales	Nolana clivicola	1	NA	NA	NA	EU742320	NA	NA
Solanales	Nolana tomentella	1	NA	NA	NA	EU742365	NA	NA
Solanales	Nolana baccata	1	NA	NA	NA	EU742314	NA	NA
Solanales	Nolana pterocarpa	1	NA	NA	NA	EU742351	NA	NA
Solanales	Nolana inflata	1	NA	NA	NA	EU742334	NA	NA
Solanales	Nolana cerrateana	1	NA	NA	NA	EU742317	NA	NA
Solanales	Nolana thinophila	1	NA	NA	NA	EU742363	NA	NA
Solanales	Nolana salsoloides	1	NA	NA	NA	EU742355	NA	NA
Solanales	Nolana gayana	1	NA	NA	NA	EU742330	NA	NA
Solanales	Nolana incana	1	NA	NA	NA	EU742333	NA	NA
Solanales	Nolana johnstonii	1	NA	NA	NA	EU742337	NA	NA
Solanales	Nolana rupicola	1	NA	NA	NA	EU742354	NA	NA
Solanales	Nolana ramosissima	1	NA	NA	NA	EU742352	NA	NA
Solanales	Nolana sedifolia	1	NA	NA	NA	EU742357	NA	NA
Solanales	Nolana arenicola	1	NA	NA	NA	EU742311	NA	NA
Solanales	Nolana lycioides	1	NA	NA	NA	EU742343	NA	NA
Solanales	Nolana stenophylla	1	NA	NA	NA	EU742361	NA	NA
Solanales	Nolana peruviana	1	NA	NA	NA	EU742349	NA	NA
Solanales	Nolana aplocaryoides	1	NA	NA	NA	EU742310	NA	NA
Solanales	Nolana leptophylla	1	NA	NA	NA	EU742340	NA	NA
Solanales	Anisodus carniolicoides	1	NA	NA	NA	HQ216078	NA	NA
Solanales	Withania frutescens	1	NA	EF438824	NA	NA	NA	NA
Solanales	Nicotiana excelsior	1	NA	NA	NA	AY098725	NA	NA
Solanales	Solanum wrightii	1	NA	EF439038	NA	NA	NA	NA
Solanales	Solanum jamesii	1	NA	EF439047	NA	NA	NA	NA
Solanales	Physalis angulata	1	NA	EF438827	NA	NA	NA	NA
Solanales	Physalis minima	1	NA	EF438897	NA	NA	NA	NA
Solanales	Scopolia japonica	1	NA	NA	NA	EU580945	NA	NA
Solanales	Petunia integrifolia	1	NA	NA	NA	NA	AY772827	NA
Solanales	Przewalskia tangutica	1	NA	NA	NA	EU580935	NA	NA
Solanales	Falkia repens	1	NA	NA	NA	AY936339	NA	NA
Solanales	Grabowskia glauca	1	NA	NA	NA	EU742303	NA	NA
Solanales	Brunfelsia uniflora	1	NA	NA	NA	EU580868	NA	NA
Solanales	Cuscuta epilinum	1	NA	EU330281	NA	NA	NA	NA
Solanales	Nolana acuminata	1	NA	NA	NA	EU742307	NA	NA
Solanales	Nolana elegans	1	NA	NA	NA	EU742326	NA	NA
Solanales	Jaborosa squarrosa	1	NA	NA	NA	EU126013	NA	NA
Solanales	Mandragora turcomanica	1	NA	NA	NA	JX067431	NA	NA
Solanales	Solanum lanceifolium	1	NA	NA	NA	AF224061	NA	NA
Solanales	Solanum oplocense	1	NA	EF439064	NA	NA	NA	NA
Solanales	Physalis crassifolia	1	NA	EF438973	NA	NA	NA	NA
Solanales	Dinetus truncatus	1	NA	NA	NA	AY936343	NA	NA
Solanales	Lycium elongatum	1	NA	AB036638	NA	NA	NA	NA
Solanales	Nolana aticoana	1	NA	NA	NA	EU742313	NA	NA
Solanales	Nolana galapagensis	1	NA	NA	NA	EU742329	NA	NA
Solanales	Nolana confinis	1	NA	NA	NA	EU742322	NA	NA
Solanales	Anisodus acutangulus	1	NA	NA	NA	HQ216077	NA	NA
Solanales	Cestrum nocturnum	1	NA	NA	NA	AY206741	NA	NA
Solanales	Mandragora chinghaiensis	1	NA	NA	NA	HQ216099	NA	NA
Solanales	Mandragora caulescens	1	NA	NA	NA	EU580911	NA	NA
Solanales	Lepistemon owariensis	1	NA	FJ795785	NA	NA	NA	NA
Solanales	Solanum piurae	1	NA	NA	NA	AF500851	NA	NA
Solanales	Solanum crinitum	1	NA	NA	NA	AF500818	NA	NA
Solanales	Solanum campechiense	1	NA	NA	NA	AF224071	NA	NA
Solanales	Grabowskia duplicata	1	NA	NA	NA	EU580883	NA	NA
Solanales	Lycium australe	1	NA	EF438849	NA	NA	NA	NA
Solanales	Atropanthe sinensis	1	NA	NA	NA	EU580860	NA	NA
Solanales	Nolana spathulata	1	NA	NA	NA	U08925	NA	NA
Solanales	Nolana adansonii	1	NA	NA	NA	EU742308	NA	NA
Solanales	Hyoscyamus muticus	1	NA	NA	NA	EU580890	NA	NA
Solanales	Vassobia breviflora	1	NA	EF439078	NA	NA	NA	NA
Solanales	Solanum tampicense	1	NA	GU135074	NA	NA	NA	NA
Solanales	Solanum phaseoloides	1	NA	NA	NA	AF500849	NA	NA
Solanales	Solanum evolvulifolium	1	NA	NA	NA	AF500826	NA	NA
Solanales	Solanum aturense	1	NA	JQ589576	NA	NA	NA	NA
Solanales	Physalis pubescens	1	NA	EF438943	NA	NA	NA	NA
Solanales	Evolvulus glomeratus	1	NA	NA	NA	AY936341	NA	NA
Solanales	Calystegia sepium	1	NA	HQ593197	NA	NA	NA	NA
Solanales	Mandragora autumnalis	1	NA	NA	NA	JX067432	NA	NA
Solanales	Solanum aculeatissimum	1	NA	JF956483	NA	NA	NA	NA
Solanales	Scopolia carniolica	1	NA	NA	NA	HQ216110	NA	NA
Solanales	Anisodus tanguticus	1	NA	NA	NA	EU580857	NA	NA
Solanales	Grabowskia boerhaviifolia	1	NA	NA	NA	HQ216084	NA	NA
Solanales	Lycium californicum	1	NA	AB036633	NA	NA	NA	NA
Solanales	Lycium villosum	1	NA	AB036624	NA	NA	NA	NA
Solanales	Cuscuta japonica	1	NA	EU330283	NA	NA	NA	NA
Solanales	Nolana coelestis	1	NA	NA	NA	EU742321	NA	NA
Solanales	Solanum microdontum	1	NA	EF439063	NA	NA	NA	NA
Solanales	Ipomoea trifida	1	NA	JQ587302	NA	NA	NA	NA
Solanales	Ipomoea aquatica	1	NA	GU135084	NA	NA	NA	NA
Solanales	Lycium cinereum	1	NA	AB036623	NA	NA	NA	NA
Solanales	Ipomoea coccinea	1	NA	NA	NA	U08918	NA	NA
Solanales	Ipomoea obscura	1	NA	FJ795784	NA	NA	NA	NA
Solanales	Lycium ruthenicum	1	NA	AB036643	NA	NA	NA	NA
Solanales	Solanum stenophyllidium	1	NA	NA	NA	AF500802	NA	NA
Solanales	Cuscuta europaea	1	NA	EU330282	NA	NA	NA	NA
Solanales	Solanum carolinense	1	NA	NA	NA	AF500811	NA	NA
Solanales	Nolana werdermannii	1	NA	NA	NA	EU742370	NA	NA
Solanales	Solanum brevicaule	1	NA	NA	NA	AF500803	NA	NA
Solanales	Phrodus microphyllus	1	NA	NA	NA	EU580925	NA	NA
Solanales	Solanum juglandifolium	1	NA	NA	NA	AF500837	NA	NA
Solanales	Ipomoea alba	1	NA	JQ587690	NA	NA	NA	NA
Solanales	Lycium andersonii	1	NA	AB036628	NA	NA	NA	NA
Solanales	Datura metel	1	NA	JN244348	NA	NA	NA	NA
Solanales	Lycium ferocissimum	1	NA	AB036640	NA	NA	NA	NA
Solanales	Solanum etuberosum	1	NA	NA	NA	AF500825	NA	NA
Solanales	Ipomoea purpurea	1	NA	GU266612	NA	NA	NA	NA
Solanales	Nicotiana attenuata	1	NA	AJ585837	NA	NA	NA	NA
Solanales	Nicotiana tomentosiformis	1	NA	AJ585847	NA	NA	NA	NA
Solanales	Datura inoxia	1	NA	JN244340	NA	NA	NA	NA
Solanales	Nicotiana benthamiana	1	NA	AB040014	NA	NA	NA	NA
Solanales	Solanum bulbocastanum	1	NA	NA	NA	AF500804	NA	NA
Solanales	Solanum pennellii	1	NA	NA	NA	FJ914030	NA	NA
Solanales	Solanum chilense	1	NA	NA	NA	FJ914031	NA	NA
Solanales	Solanum pimpinellifolium	1	AF397079	NA	NA	NA	NA	NA
Sphenostemon	NA	0	NA	NA	NA	NA	NA	NA
Symphoricarpos	Symphoricarpos palmeri	1	NA	GQ284971	NA	NA	NA	NA
Symphoricarpos	Symphoricarpos microphyllus	1	NA	GQ284956	NA	NA	NA	NA
Symphoricarpos	Symphoricarpos mollis	1	NA	GQ284959	NA	NA	NA	NA
Symphoricarpos	Symphoricarpos rotundifolius	1	NA	GQ284960	NA	NA	NA	NA
Symphoricarpos	Symphoricarpos longiflorus	1	NA	GQ284957	NA	NA	NA	NA
Symphoricarpos	Symphoricarpos oreophilus	1	NA	GQ284962	NA	NA	NA	NA
Symphoricarpos	Symphoricarpos sinensis	1	NA	GQ284964	NA	NA	NA	NA
Symphoricarpos	Symphoricarpos albus	1	NA	GQ284941	NA	NA	NA	NA
Symphoricarpos	Symphoricarpos hesperius	1	NA	GQ284949	NA	NA	NA	NA
Symphoricarpos	Symphoricarpos occidentalis	1	NA	GQ284951	NA	NA	NA	NA
Symphoricarpos	Symphoricarpos orbiculatus	1	NA	GQ284965	NA	NA	NA	NA
Torricellia	NA	0	NA	NA	NA	NA	NA	NA
Vesalea	NA	0	NA	NA	NA	NA	NA	NA
Viburnum	Viburnum acutifolium	3	JQ805397	JQ805237	NA	NA	JQ805160	NA
Viburnum	Viburnum treleasei	3	HM850455	HM850978	NA	NA	HM563784	NA
Viburnum	Viburnum ayavacense	3	JQ805399	JQ805238	NA	NA	JQ805162	NA
Viburnum	Viburnum venustum	3	JQ805441	JQ805278	NA	NA	JQ805206	NA
Viburnum	Viburnum australe	3	JQ805394	JQ805235	NA	NA	JQ805157	NA
Viburnum	Viburnum costaricanum	3	JQ591039	JQ587216	NA	NA	JQ805164	NA
Viburnum	Viburnum undulatum	3	JQ805440	JQ805277	NA	NA	JQ805205	NA
Viburnum	Viburnum seemanii	3	JQ805426	JQ805263	NA	NA	JQ805191	NA
Viburnum	Viburnum ciliatum	3	JQ805401	JQ805240	NA	NA	JQ805163	NA
Viburnum	Viburnum divaricatum	3	JQ805407	JQ805244	NA	NA	JQ805171	NA
Viburnum	Viburnum pichinchense	3	JQ805424	JQ805260	NA	NA	JQ805188	NA
Viburnum	Viburnum parvifolium	3	JQ805461	JQ805288	NA	NA	JQ805222	NA
Viburnum	Viburnum obtusatum	3	JQ805419	JQ805256	NA	NA	JQ805183	NA
Viburnum	Viburnum hallii	3	JQ805413	JQ805249	NA	NA	JQ805174	NA
Viburnum	Viburnum villosum	3	JQ805443	JQ805280	NA	NA	JQ805207	NA
Viburnum	Viburnum integrifolium	3	JQ805459	JQ805287	NA	NA	JQ805219	NA
Viburnum	Viburnum sempervirens	3	HQ591764	HQ591623	NA	NA	HQ591976	NA
Viburnum	Viburnum discolor	3	JQ805403	HQ591576	NA	NA	JQ805166	NA
Viburnum	Viburnum edule	3	HQ591720	HQ591577	NA	NA	AY265123	NA
Viburnum	Viburnum adenophorum	3	HQ591702	HQ591558	NA	NA	HQ591948	NA
Viburnum	Viburnum betulifolium	3	JQ805453	HQ591561	NA	NA	JF978995	NA
Viburnum	Viburnum blandum	3	HQ591706	HQ591562	NA	NA	HQ591952	NA
Viburnum	Viburnum oliganthum	3	HQ591751	HQ591610	NA	NA	HQ591971	NA
Viburnum	Viburnum colebrookeanum	3	HQ591715	HQ591570	NA	NA	HQ591959	NA
Viburnum	Viburnum loeseneri	3	HQ591742	HQ591601	NA	NA	HQ591968	NA
Viburnum	Viburnum subalpinum	3	HQ591768	HQ591627	NA	NA	HQ591979	NA
Viburnum	Viburnum rigidum	3	HQ591760	HQ591619	NA	NA	HM563797	NA
Viburnum	Viburnum flavescens	3	HQ591726	HQ591583	NA	NA	HQ591962	NA
Viburnum	Viburnum awabuki	3	JF944792	HQ591560	NA	NA	JF979016	NA
Viburnum	Viburnum propinquum	3	JQ805465	HQ591614	NA	NA	JQ805227	NA
Viburnum	Viburnum punctatum	3	HQ591757	HQ591616	NA	NA	HQ591973	NA
Viburnum	Viburnum lutescens	3	HQ591743	HQ591602	NA	NA	HQ591969	NA
Viburnum	Viburnum buddleifolium	3	JQ805389	JX049458	NA	NA	JQ805152	NA
Viburnum	Viburnum ternatum	3	HQ591772	HQ591632	NA	NA	HQ591981	NA
Viburnum	Viburnum taiwanianum	3	HQ591771	HQ591631	NA	NA	EF462989	NA
Viburnum	Viburnum brachyandrum	3	HQ591707	HQ591563	NA	NA	HQ591953	NA
Viburnum	Viburnum coriaceum	3	HQ591717	HQ591572	NA	NA	HQ591960	NA
Viburnum	Viburnum veitchii	3	HQ591779	HQ591639	NA	NA	HQ591985	NA
Viburnum	Viburnum hupehense	3	HQ591730	HQ591588	NA	NA	HQ591964	NA
Viburnum	Viburnum atrocyaneum	3	HQ591703	HQ591559	NA	NA	HQ591950	NA
Viburnum	Viburnum calvum	3	HQ591709	HQ591565	NA	NA	HQ591955	NA
Viburnum	Viburnum cassinoides	3	HQ591711	HQ591567	NA	NA	HQ591956	NA
Viburnum	Viburnum elatum	3	HQ591721	HQ591578	NA	NA	AY265124	NA
Viburnum	Viburnum jamesonii	3	HQ591732	HQ591591	NA	NA	HQ591966	NA
Viburnum	Viburnum lautum	3	HQ591738	HQ591597	NA	NA	HQ591967	NA
Viburnum	Viburnum cylindricum	3	JQ805388	JF956776	NA	NA	AY265119	NA
Viburnum	Viburnum burejaeticum	3	JQ805390	JQ805231	NA	NA	JQ805153	NA
Viburnum	Viburnum stenocalyx	3	JQ805427	HQ591626	NA	NA	AY265150	NA
Viburnum	Viburnum schensianum	3	HQ591763	HQ591622	NA	NA	HQ591975	NA
Viburnum	Viburnum bitchiuense	3	JX049471	JX049451	NA	NA	JX049448	NA
Viburnum	Viburnum toronis	3	JQ805433	HQ591634	NA	NA	HQ591982	NA
Viburnum	Viburnum ichangense	3	HQ591731	HQ591589	NA	NA	HQ591965	NA
Viburnum	Viburnum luzonicum	3	HQ591744	HQ591603	NA	NA	HQ591970	NA
Viburnum	Viburnum nervosum	3	HQ591716	HQ591571	NA	NA	AY265118	NA
Viburnum	Viburnum cinnamomifolium	3	JQ805463	HQ591568	NA	NA	AY265116	NA
Viburnum	Viburnum urceolatum	3	JQ805468	HQ591637	NA	NA	AY265155	NA
Viburnum	Viburnum molle	3	HQ591747	HQ591606	NA	NA	AY265139	NA
Viburnum	Viburnum foetidum	3	JQ805457	HQ591584	NA	NA	HQ591963	NA
Viburnum	Viburnum odoratissimum	3	JQ805451	HQ591609	NA	NA	AY265141	NA
Viburnum	Viburnum melanocarpum	3	HQ591746	HQ591605	NA	NA	AY265138	NA
Viburnum	Viburnum sympodiale	3	JQ805446	HQ591630	NA	NA	JQ805209	NA
Viburnum	Viburnum suspensum	3	HQ591769	HQ591629	NA	NA	AY265151	NA
Viburnum	Viburnum dilatatum	3	JF944764	HQ591575	NA	NA	AY265122	NA
Viburnum	Viburnum japonicum	3	HQ591733	HQ591592	NA	NA	AY265131	NA
Viburnum	Viburnum utile	3	JF944795	HQ591638	NA	NA	AY265156	NA
Viburnum	Viburnum carlesii	3	HQ591710	HQ591566	NA	NA	AY265115	NA
Viburnum	Viburnum erubescens	3	JQ805449	HQ591581	NA	NA	AY265127	NA
Viburnum	Viburnum nudum	3	HQ591749	HQ591608	NA	NA	AY265140	NA
Viburnum	Viburnum clemensae	3	HQ591714	HQ591569	NA	NA	AY265117	NA
Viburnum	Viburnum mongolicum	3	HQ591748	HQ591607	NA	NA	EF462985	NA
Viburnum	Viburnum plicatum	3	AJ420868	HQ591613	NA	NA	AJ420925	NA
Viburnum	Viburnum kansuense	3	JQ805392	HQ591594	NA	NA	AY265133	NA
Viburnum	Viburnum triphyllum	3	JQ805439	HQ591636	NA	NA	HQ591984	NA
Viburnum	Viburnum orientale	3	HQ591753	HQ591612	NA	NA	EF462986	NA
Viburnum	Viburnum rafinesquianum	3	HQ591758	HQ591617	NA	NA	AY265145	NA
Viburnum	Viburnum lobophyllum	3	HQ591741	HQ591600	NA	NA	AY265137	NA
Viburnum	Viburnum wrightii	3	HQ591780	HQ591640	NA	NA	HQ591986	NA
Viburnum	Viburnum macrocephalum	3	HQ591745	HQ591604	NA	NA	EF462984	NA
Viburnum	Viburnum lantanoides	3	HQ591737	HQ591596	NA	NA	AY265135	NA
Viburnum	Viburnum farreri	3	HQ591725	HQ591582	NA	NA	AY265128	NA
Viburnum	Viburnum erosum	3	JQ805455	HQ591580	NA	NA	AY265126	NA
Viburnum	Viburnum lantana	3	JQ805391	HQ591595	NA	NA	JX049450	NA
Viburnum	Viburnum rufidulum	3	HQ591761	HQ591620	NA	NA	AY265147	NA
Viburnum	Viburnum dentatum	3	HQ591718	HQ591574	NA	NA	AY265121	NA
Viburnum	Viburnum sieboldii	3	AJ420869	HQ591625	NA	NA	AY265149	NA
Viburnum	Viburnum rhytidophyllum	3	HQ591759	HQ591618	NA	NA	AY265146	NA
Viburnum	Viburnum tinus	3	JQ805466	HQ591633	NA	NA	HM563798	NA
Viburnum	Viburnum furcatum	3	JQ805444	HQ591585	NA	NA	AY265129	NA
Viburnum	Viburnum jucundum	3	HQ591734	HQ591593	NA	NA	AY265132	NA
Viburnum	Viburnum ellipticum	3	HQ591722	HQ591579	NA	NA	AY265125	NA
Viburnum	Viburnum setigerum	3	JQ805462	HQ591624	NA	NA	HQ591977	NA
Viburnum	Viburnum prunifolium	3	DQ006080	HQ591615	NA	NA	DQ005993	NA
Viburnum	Viburnum opulus	3	JN893691	HQ591611	NA	NA	HQ591972	NA
Viburnum	Viburnum lentago	3	HQ590326	HQ591598	NA	NA	AY265136	NA
Viburnum	Viburnum acerifolium	3	EU677067	HQ591557	NA	NA	AY236170	NA
Viburnum	Viburnum formosanum	2	JQ805458	NA	NA	NA	JQ805218	NA
Viburnum	Viburnum fordiae	2	JF944789	JF956803	NA	NA	NA	NA
Viburnum	Viburnum antioquiense	2	JQ805398	NA	NA	NA	JQ805161	NA
Viburnum	Viburnum inopinatum	2	JQ805447	HQ591590	NA	NA	NA	NA
Viburnum	Viburnum taitoense	2	JQ805452	NA	NA	NA	JQ805214	NA
Viburnum	Viburnum microcarpum	2	JQ805414	NA	NA	NA	JQ805178	NA
Viburnum	Viburnum amplificatum	2	JQ805448	NA	NA	NA	HQ591949	NA
Viburnum	Viburnum chingii	2	HQ591712	NA	NA	NA	HQ591958	NA
Viburnum	Viburnum brevipes	2	JQ805454	JQ805283	NA	NA	NA	NA
Viburnum	Viburnum corymbiflorum	2	NA	HQ591573	NA	NA	HQ591961	NA
Viburnum	Viburnum scabrellum	2	NA	JQ805262	NA	NA	JQ805190	NA
Viburnum	Viburnum sulcatum	2	NA	HQ591628	NA	NA	HQ591980	NA
Viburnum	Viburnum cotinifolium	2	GQ248707	GQ248211	NA	NA	NA	NA
Viburnum	Viburnum bracteatum	2	HQ591708	HQ591564	NA	NA	NA	NA
Viburnum	Viburnum hebanthum	2	HQ591729	HQ591587	NA	NA	NA	NA
Viburnum	Viburnum hartwegii	2	NA	HQ591586	NA	NA	AY265130	NA
Viburnum	Viburnum glomeratum	1	NA	NA	NA	NA	JQ805154	NA
Viburnum	Viburnum lancifolium	1	JQ805460	NA	NA	NA	NA	NA
Viburnum	Viburnum brachybotryum	1	NA	NA	NA	NA	HQ591954	NA
Viburnum	Viburnum koreanum	1	NA	NA	NA	NA	EF462983	NA
Viburnum	Viburnum caudatum	1	NA	NA	NA	NA	HQ591957	NA
Viburnum	Viburnum davidii	1	NA	NA	NA	NA	AY265120	NA
Weigela	Weigela florida	3	NA	GU168657	NA	AF367421	AF078711	NA
Weigela	Weigela hortensis	3	NA	AF446908	NA	AF447028	AF078714	NA
Weigela	Weigela praecox	2	NA	NA	NA	AF161293	AF078712	NA
Weigela	Weigela subsessilis	2	NA	GU168658	NA	NA	AF078707	NA
Zabelia	Zabelia triflora	4	AF206727	HQ693923	NA	HQ693946	GU168637	NA
Zabelia	Zabelia tyaihyoni	4	GQ983786	HQ693922	NA	HQ693945	GU168635	NA
Zabelia	Zabelia corymbosa	3	HQ680727	HQ693925	NA	HQ693948	NA	NA
Zabelia	Zabelia biflora	3	NA	GU168639	NA	HQ693952	GU168632	NA
Zabelia	Zabelia umbellata	2	NA	GU168665	NA	NA	GU168638	NA
Zabelia	Zabelia mosanensis	2	NA	GU168661	NA	NA	GU168634	NA
balsaminoid_Ericales	Ruyschia phylladenia	2	AF303128	NA	NA	AF303490	NA	NA
balsaminoid_Ericales	Schwartzia costaricensis	2	JQ594913	NA	NA	AF303493	NA	NA
balsaminoid_Ericales	Souroubea exauriculata	2	AF303125	NA	NA	AF303494	NA	NA
balsaminoid_Ericales	Marcgraviastrum subsessile	2	AF303130	NA	NA	AF303488	NA	NA
balsaminoid_Ericales	Sarcopera sessiliflora	2	AF303124	NA	NA	AF303492	NA	NA
balsaminoid_Ericales	Sarcopera rosulata	2	AF303126	NA	NA	AF303491	NA	NA
balsaminoid_Ericales	Marcgravia nepenthoides	2	AF303129	NA	NA	AF303485	NA	NA
balsaminoid_Ericales	Norantea guianensis	2	FJ038110	NA	NA	AF303489	NA	NA
balsaminoid_Ericales	Marcgravia rectiflora	2	Z83148	NA	NA	AF303487	NA	NA
balsaminoid_Ericales	Pentamerista neotropica	1	AY725860	NA	NA	NA	NA	NA
balsaminoid_Ericales	Pelliciera rhizophorae	1	AJ428893	NA	NA	NA	NA	NA
early_diverging_Apiaceae	Anginon rugosum	3	U50222	NA	AF110573	NA	DQ368823	NA
early_diverging_Apiaceae	Anginon verticillatum	2	NA	NA	AF110574	NA	DQ368828	NA
early_diverging_Apiaceae	Anginon pumilum	2	NA	NA	AY838399	NA	DQ368821	NA
early_diverging_Apiaceae	Anginon swellendamense	2	NA	NA	AY838402	NA	DQ368824	NA
early_diverging_Apiaceae	Mackinlaya macrosciadia	2	U50247	U58613	NA	NA	NA	NA
early_diverging_Apiaceae	Centella erecta	2	U50233	U58599	NA	NA	NA	NA
early_diverging_Apiaceae	Mackinlaya confusa	2	AY188426	AF271741	NA	NA	NA	NA
early_diverging_Apiaceae	Actinotus helianthi	2	DQ133797	AF271760	NA	NA	NA	NA
early_diverging_Apiaceae	Anginon difforme	2	NA	NA	AY838392	NA	AF459742	NA
early_diverging_Apiaceae	Anginon paniculatum	2	NA	NA	AY838397	NA	DQ368819	NA
early_diverging_Apiaceae	Centella asiatica	2	JQ025030	GQ434230	NA	NA	NA	NA
early_diverging_Apiaceae	Heteromorpha arborescens	2	JF265470	NA	DQ133866	NA	NA	NA
early_diverging_Apiaceae	Steganotaenia araliacea	2	JQ025095	NA	AF110595	NA	NA	NA
early_diverging_Apiaceae	Heteromorpha pubescens	1	NA	NA	NA	NA	DQ368855	NA
early_diverging_Apiaceae	Heteromorpha involucrata	1	NA	NA	NA	NA	DQ368851	NA
early_diverging_Apiaceae	Xanthosia pilosa	1	DQ133824	NA	NA	NA	NA	NA
early_diverging_Apiaceae	Hermas villosa	1	AM234819	NA	NA	NA	NA	NA
early_diverging_Asteraceae	Schlechtendalia luzulifolia	4	AY874431	NA	EU547616	L39395	AF412836	NA
early_diverging_Asteraceae	Doniophyton anomalum	4	EU841123	NA	EU547610	L39396	AF412873	NA
early_diverging_Asteraceae	Dasyphyllum argenteum	3	AY874428	NA	NA	L39392	AF412855	NA
early_diverging_Asteraceae	Barnadesia caryophylla	3	L01887	NA	NA	L39394	AY504686	NA
early_diverging_Asteraceae	Chuquiraga oppositifolia	3	EU841109	NA	EU547602	NA	AF412867	NA
early_diverging_Asteraceae	Barnadesia odorata	3	EU841102	NA	EU547590	NA	AF412879	NA
early_diverging_Asteraceae	Dasyphyllum diacanthoides	3	EU841115	NA	EU547605	NA	AF422120	NA
early_diverging_Asteraceae	Chuquiraga avellanedae	3	EU841111	NA	EU547603	NA	AF412865	NA
early_diverging_Asteraceae	Chuquiraga erinacea	3	EU841107	NA	EU547599	NA	AF412870	NA
early_diverging_Asteraceae	Chuquiraga aurea	3	EU841105	NA	EU547598	NA	AF412866	NA
early_diverging_Asteraceae	Chuquiraga morenonis	3	EU841114	NA	EU547604	NA	EU841154	NA
early_diverging_Asteraceae	Chuquiraga ruscifolia	3	EU841108	NA	EU547600	NA	AF412869	NA
early_diverging_Asteraceae	Huarpea andina	3	EU841124	NA	EU547611	NA	AF412875	NA
early_diverging_Asteraceae	Dasyphyllum spinescens	3	EU841120	NA	EU547608	NA	AF412860	NA
early_diverging_Asteraceae	Dasyphyllum brevispinum	3	EU841117	NA	EU547606	NA	EU841158	NA
early_diverging_Asteraceae	Dasyphyllum brasiliense	3	EU841118	NA	EU547607	NA	AF412845	NA
early_diverging_Asteraceae	Chuquiraga spinosa	3	EU384960	NA	NA	EU385146	AF412864	NA
early_diverging_Asteraceae	Chuquiraga jussieui	3	EU841112	NA	NA	L39393	AF412868	NA
early_diverging_Asteraceae	Dasyphyllum leptacanthum	2	EU841121	NA	NA	NA	AF412844	NA
early_diverging_Asteraceae	Doniophyton weddellii	2	NA	NA	EU547609	NA	EU841163	NA
early_diverging_Asteraceae	Barnadesia dombeyana	2	NA	NA	EU547587	NA	AF412887	NA
early_diverging_Asteraceae	Dasyphyllum tomentosum	2	EU841119	NA	NA	NA	AF412846	NA
early_diverging_Asteraceae	Arnaldoa weberbaueri	2	NA	NA	EU547586	NA	AF412838	NA
early_diverging_Asteraceae	Dasyphyllum reticulatum	2	NA	NA	NA	EU385150	AF412862	NA
early_diverging_Asteraceae	Fulcaldea laurifolia	1	NA	NA	NA	NA	AF412839	NA
early_diverging_Asteraceae	Duseniella patagonica	1	NA	NA	NA	NA	EF530227	NA
early_diverging_Asteraceae	Barnadesia jelskii	1	EU841101	NA	NA	NA	NA	NA
